node_number,Latitude,Longitude
590,33.739038,-117.169857
591,33.739038,-117.169857
592,32.832893,-117.132056
593,32.832893,-117.132056
594,32.832893,-117.132056
595,32.832893,-117.132056
596,32.832893,-117.132056
597,32.832893,-117.132056
598,32.832893,-117.132056
599,32.832893,-117.132056
600,35.515641,-119.039921
601,35.031158,-117.356479
602,35.031158,-117.356479
603,35.031158,-117.356479
604,35.295248,-119.592679
605,35.295248,-119.592679
606,35.295248,-119.592679
607,35.295248,-119.592679
608,32.567004,-116.944277
609,32.567004,-116.944277
610,32.598228,-115.62973
611,32.598228,-115.62973
612,32.598228,-115.62973
613,34.956198,-118.843796
614,34.956198,-118.843796
615,34.956198,-118.843796
616,34.956198,-118.843796
617,34.956198,-118.843796
618,38.030104,-121.872694
619,38.030104,-121.872694
620,41.015024,-121.15497
621,39.024521,-120.596532
622,39.024521,-120.596532
623,39.024521,-120.596532
624,36.755742,-120.364958
625,34.206597,-119.251066
626,34.206597,-119.251066
627,34.206597,-119.251066
628,34.303972,-117.324865
629,35.620074,-118.446658
630,36.804872,-121.782606
631,36.804872,-121.782606
632,36.804872,-121.782606
633,36.804872,-121.782606
634,36.804872,-121.782606
635,36.804872,-121.782606
636,36.804872,-121.782606
637,36.804872,-121.782606
638,32.876094,-117.165383
639,32.876231,-117.167154
640,32.876231,-117.167154
641,35.576377,-119.006051
642,33.892118,-116.553978
643,33.90761,-116.604643
644,33.917534,-116.591597
645,39.23521,-121.268677
646,39.395957,-121.146733
647,36.019463,-117.791789
648,36.019463,-117.791789
649,36.019463,-117.791789
650,38.751889,-122.719139
651,38.751889,-122.719139
652,38.747999,-122.71087
653,38.747999,-122.71087
654,38.835172,-121.092938
655,35.440761,-119.012943
656,35.451788,-118.98506
657,35.451788,-118.98506
658,35.451788,-118.98506
659,35.451788,-118.98506
660,34.12951,-119.168834
661,34.12951,-119.168834
662,32.64,-117.083
663,32.573565,-116.91384
664,32.573565,-116.91384
665,32.573565,-116.91384
666,40.741347,-124.210112
667,33.119689,-117.11726
668,33.119689,-117.11726
669,33.119689,-117.11726
670,38.252674,-120.847597
671,38.252674,-120.847597
672,38.252674,-120.847597
673,41.012598,-121.465014
674,41.012598,-121.465014
675,40.99749,-121.747931
676,40.99749,-121.747931
677,40.99749,-121.747931
678,40.986332,-121.849255
679,40.986332,-121.849255
680,40.986031,-121.977722
681,40.986031,-121.977722
682,40.986031,-121.977722
683,40.986031,-121.977722
684,40.922399,-121.992956
685,40.922399,-121.992956
686,40.847334,-121.990623
687,40.847334,-121.990623
688,38.039608,-121.893877
689,38.039608,-121.893877
690,38.039608,-121.893877
691,36.653839,-120.580581
692,36.653839,-120.580581
693,36.714178,-120.70137
694,36.714178,-120.70137
695,36.6531,-120.580739
696,39.723019,-121.46974
697,39.723019,-121.46974
698,39.875977,-121.373532
699,39.875977,-121.373532
700,38.01445,-121.789694
701,33.962892,-117.452853
702,33.962892,-117.452853
703,35.950581,-120.868715
704,38.497966,-120.217882
705,38.497966,-120.217882
706,38.78975,-122.7453
707,38.78975,-122.7453
708,35.93583,-120.840563
709,35.765173,-117.382762
710,36.684175,-119.552907
711,35.496309,-119.007963
712,34.833238,-118.414213
713,34.833238,-118.414213
714,34.848457,-118.352831
715,34.848457,-118.352831
716,37.731315,-121.116035
717,38.790587,-122.756273
718,38.183136,-120.158731
719,38.301472,-122.747584
720,38.902931,-121.3095
721,38.392872,-119.997147
722,38.392872,-119.997147
723,38.392872,-119.997147
724,39.941027,-120.909114
725,38.139702,-120.370429
726,35.210267,-119.584327
727,35.210267,-119.584327
728,35.210267,-119.584327
729,35.227297,-119.629873
730,35.093169,-119.443458
731,39.760638,-121.618862
732,32.601053,-115.661531
733,32.601053,-115.661531
734,32.601053,-115.661531
735,33.938899,-116.588138
736,38.449124,-120.492662
737,38.449124,-120.492662
738,35.309448,-119.615199
739,36.688605,-119.723145
740,38.831742,-121.313522
741,38.044635,-122.255905
742,38.048015,-122.257984
743,35.093169,-119.443458
744,38.399344,-121.923891
745,35.441125,-118.990774
746,33.998891,-118.220613
747,33.998891,-118.220613
748,33.998891,-118.220613
749,38.788152,-122.721828
750,38.788152,-122.721828
751,39.55234,-121.193636
752,38.420925,-120.54964
753,33.928476,-116.610782
754,39.13659,-121.639777
755,39.138702,-121.63777
756,37.736299,-121.650132
757,32.741455,-117.233303
758,32.741455,-117.233303
759,39.363853,-123.128892
760,39.363853,-123.128892
761,34.211205,-119.138635
762,35.61145,-118.936824
763,35.319343,-119.661904
764,40.401594,-120.514228
765,38.521241,-121.994895
766,39.675225,-121.726151
767,38.277864,-120.913788
768,35.824806,-119.546948
769,35.62162,-119.849998
770,32.771563,-115.870576
771,36.925577,-120.809758
772,35.876603,-119.456054
773,40.436124,-122.29572
774,33.012223,-116.875024
775,33.012223,-116.875024
776,36.303975,-119.243851
777,36.521437,-118.729505
778,36.51918,-118.74087
779,36.061081,-118.919397
780,33.850421,-118.395203
781,33.850421,-118.395203
782,33.962892,-117.452853
783,33.962892,-117.452853
784,37.965583,-122.388439
785,36.688605,-119.723145
786,33.975,-118.12361
787,34.023731,-118.024202
788,38.952597,-120.902772
789,39.134251,-120.953346
790,38.123873,-121.773772
791,33.9771,-117.3398
792,33.9771,-117.3398
793,33.9771,-117.3398
794,33.9771,-117.3398
795,34.179,-119.083
796,35.876603,-119.456054
797,35.896757,-119.438181
798,35.217241,-119.081242
799,35.208935,-118.830879
800,36.218504,-119.807672
801,36.225677,-119.798196
802,33.017862,-116.837578
803,34.086592,-117.227815
804,34.086283,-117.230809
805,34.085933,-117.233937
806,34.085933,-117.233937
807,34.079557,-117.23856
808,34.09083,-117.11889
809,34.098437,-117.10584
810,33.792786,-118.349911
811,33.792786,-118.349911
812,33.792786,-118.349911
813,33.792786,-118.349911
814,33.120953,-117.173013
815,33.120953,-117.173013
816,33.618165,-117.831852
817,34.263203,-118.622426
818,34.352158,-118.28892
819,34.291422,-118.398365
820,34.433766,-118.646726
821,34.399999,-118.998282
822,34.0795,-117.241674
823,34.0795,-117.241674
824,34.0795,-117.241674
825,34.0795,-117.241674
826,34.0795,-117.241674
827,34.0795,-117.241674
828,36.364896,-120.135636
829,36.405477,-120.115288
830,34.302351,-119.185578
831,34.867787,-116.825562
832,33.819461,-118.222468
833,38.015231,-122.116197
834,38.015231,-122.116197
835,38.015231,-122.116197
836,38.124189,-121.857119
837,38.163542,-121.736967
838,38.166239,-121.869863
839,38.181494,-121.801736
840,34.69804,-118.138687
841,37.731315,-121.116035
842,34.950788,-120.413464
843,37.229345,-119.486624
844,35.237138,-118.237764
845,37.069059,-121.077408
846,37.069059,-121.077408
847,37.069059,-121.077408
848,37.069059,-121.077408
849,37.069059,-121.077408
850,37.069059,-121.077408
851,37.069059,-121.077408
852,37.069059,-121.077408
853,39.58043,-121.119542
854,35.187,-120.595
855,40.402412,-121.875658
856,39.32441,-120.644619
857,39.324528,-120.645443
858,39.324528,-120.645443
859,40.874066,-121.688483
860,40.91522,-121.61312
861,36.291311,-118.704901
862,36.291311,-118.704901
863,36.135823,-118.789047
864,38.186618,-120.112433
865,37.455726,-122.175019
866,37.825825,-122.296249
867,38.088192,-121.3877
868,37.385545,-121.140569
869,37.949453,-122.401411
870,37.949453,-122.401411
871,36.961014,-120.062759
872,36.526562,-120.116001
873,38.245132,-122.041256
874,39.052903,-121.695984
875,39.052903,-121.695984
876,39.052903,-121.695984
877,35.330773,-119.915969
878,35.902051,-119.440474
879,38.016565,-121.764449
880,38.016565,-121.764449
881,38.016565,-121.764449
882,38.016565,-121.764449
883,35.324789,-119.650024
884,34.383955,-118.49489
885,34.383955,-118.49489
886,37.712654,-121.564996
887,37.712654,-121.564996
888,39.988317,-121.53054
889,35.404052,-120.102799
890,33.936489,-116.572702
891,33.936489,-116.572702
892,33.936489,-116.572702
893,33.936489,-116.572702
894,33.936489,-116.572702
895,33.936489,-116.572702
896,33.936489,-116.572702
897,33.936489,-116.572702
898,34.925067,-118.452619
899,34.013412,-117.922424
900,34.013412,-117.922424
901,34.013412,-117.922424
902,34.013412,-117.922424
903,34.013412,-117.922424
904,34.89267,-118.42422
905,35.026009,-118.297559
906,35.026009,-118.297559
907,35.344055,-118.192134
908,34.718345,-118.306825
909,37.875255,-120.6035
910,37.875255,-120.6035
911,37.875255,-120.6035
912,35.35879,-119.288035
913,35.647,-119.716
914,35.194129,-119.570876
915,38.123585,-121.829173
916,38.123873,-121.773772
917,37.79423,-121.70994
918,37.754963,-121.584207
919,38.410805,-121.926363
920,34.469768,-119.058208
921,33.955834,-117.120942
922,33.839175,-117.221416
923,33.896713,-117.283447
924,33.741207,-117.156297
925,33.741207,-117.156297
926,37.856433,-120.944415
927,33.998532,-118.221769
928,33.998532,-118.221769
929,35.775607,-118.435881
930,35.775607,-118.435881
931,36.029187,-119.075577
932,35.741501,-119.05132
933,35.841604,-119.084953
934,35.76878,-119.248879
935,34.505195,-117.388319
936,34.536121,-117.292816
937,34.510581,-117.473158
938,34.536121,-117.292816
939,34.536121,-117.292816
940,34.396059,-116.864079
941,34.406872,-116.862673
942,34.536121,-117.292816
943,34.685,-117.346
944,34.583098,-117.411141
945,34.583098,-117.411141
946,33.912492,-117.820194
947,33.814881,-117.834489
948,34.486344,-118.11789
949,35.061926,-118.290698
950,33.232,-117.002
951,33.232,-117.002
952,40.45917,-121.86444
953,40.439495,-121.845476
954,40.45343,-121.863004
955,40.439495,-121.845476
956,34.094595,-117.400014
957,34.182532,-117.324006
958,34.041345,-117.319206
959,39.102148,-122.111234
960,34.033653,-117.906637
961,34.033653,-117.906637
962,34.013412,-117.922424
963,34.685249,-118.788189
964,34.685249,-118.788189
965,36.138691,-119.568213
966,34.616647,-117.947347
967,37.876,-121.184
968,39.075362,-121.395808
969,40.428142,-122.279032
970,34.356442,-119.055903
971,40.789664,-123.437729
972,38.889673,-121.099541
973,38.889673,-121.099541
974,37.151008,-119.504718
975,37.151008,-119.504718
976,37.151008,-119.504718
977,37.151008,-119.504718
978,37.800885,-121.653231
979,38.228017,-122.074852
980,38.004034,-121.934242
981,37.052977,-121.02158
982,36.681,-119.799
983,37.362018,-120.629872
984,37.30806,-120.4813
985,33.910932,-116.734457
986,33.910932,-116.734457
987,33.910932,-116.734457
988,33.910932,-116.734457
989,33.910932,-116.734457
990,37.376938,-121.950928
991,37.376938,-121.950928
992,37.376938,-121.950928
993,37.376938,-121.950928
994,37.376938,-121.950928
995,37.376938,-121.950928
996,37.376938,-121.950928
997,37.376938,-121.950928
998,37.376938,-121.950928
999,37.376938,-121.950928
1000,37.376938,-121.950928
1001,37.376938,-121.950928
1002,37.376938,-121.950928
1003,37.376938,-121.950928
1004,37.376938,-121.950928
1005,37.376938,-121.950928
1006,37.376938,-121.950928
1007,37.376938,-121.950928
1008,37.376938,-121.950928
1009,37.376938,-121.950928
1010,37.376938,-121.950928
1011,37.376938,-121.950928
1012,37.376938,-121.950928
1013,35.280142,-119.470195
1014,33.935137,-116.577809
1015,33.810781,-115.453708
1016,35.797397,-115.007894
1017,36.140799,-120.127287
1018,32.717964,-115.715728
1019,32.717964,-115.715728
1020,33.705654,-115.626713
1021,37.052977,-121.02158
1022,35.402895,-119.454917
1023,35.147373,-114.595463
1024,37.500855,-121.986119
1025,34.935233,-118.842921
1026,40.807666,-121.93505
1027,40.807666,-121.93505
1028,34.311215,-118.489436
1029,34.486344,-118.11789
1030,34.041345,-117.319206
1031,37.742024,-120.802494
1032,36.671307,-116.492888
1033,33.616211,-114.68464
1034,42.079816,-121.389949
1035,42.079816,-121.389949
1036,42.079816,-121.389949
1037,42.079816,-121.389949
1038,42.079816,-121.389949
1039,42.079816,-121.389949
1040,42.079816,-121.389949
1041,42.079816,-121.389949
1042,42.079816,-121.389949
1043,42.079816,-121.389949
1044,42.079816,-121.389949
1045,33.935137,-116.577809
1046,41.18482,-122.285901
1047,32.717964,-115.715728
1048,36.689512,-108.480374
1049,39.335837,-114.807515
1050,39.335837,-114.807515
1051,39.509284,-112.580157
1052,39.509284,-112.580157
1053,39.503458,-112.580518
1054,39.503458,-112.580518
1055,35.982389,-115.084133
1056,42.006742,-121.316569
1057,40.980337,-116.445781
1058,35.819205,-115.010907
1059,35.804029,-115.013075
1060,35.804029,-115.013075
1061,35.928512,-114.833683
1062,35.928512,-114.833683
1063,35.928512,-114.833683
1064,37.946306,-120.528195
1065,36.646831,-116.00417
1066,35.832778,-111.446548
1067,35.147373,-114.595463
1068,39.823619,-111.903689
1069,39.823619,-111.903689
1070,35.801038,-114.977074
