node_number,Latitude,Longitude
1071,36.334421,-115.330039
1072,37.210012,-121.809066
1073,33.387508,-112.865053
1074,34.295253,-114.140232
1075,32.597093,-115.630051
1076,37.754429,-117.632422
1077,40.807666,-121.93505
1078,40.807666,-121.93505
1079,40.807666,-121.93505
1080,40.807666,-121.93505
1081,40.397742,-122.263651
1082,40.397742,-122.263651
1083,40.397742,-122.263651
1084,40.397742,-122.263651
1085,37.693507,-121.695253
1086,37.693507,-121.695253
1087,37.693507,-121.695253
1088,37.693507,-121.695253
1089,38.657174,-121.132392
1090,38.657174,-121.132392
1091,38.657174,-121.132392
1092,38.657174,-121.132392
1093,38.344405,-121.123324
1094,38.344405,-121.123324
1095,38.344405,-121.123324
1096,38.344405,-121.123324
1097,37.712654,-121.564996
1098,37.712654,-121.564996
1099,37.712654,-121.564996
1100,37.712654,-121.564996
1101,38.587353,-121.418115
1102,38.587353,-121.418115
1103,38.587353,-121.418115
1104,38.587353,-121.418115
1105,37.516785,-121.230995
1106,37.516785,-121.230995
1107,37.516785,-121.230995
1108,37.516785,-121.230995
1109,37.516785,-121.230995
1110,37.516785,-121.230995
1111,37.516785,-121.230995
1112,37.516785,-121.230995
1113,38.372789,-121.353177
1114,38.372789,-121.353177
1115,38.372789,-121.353177
1116,38.372789,-121.353177
1117,38.372789,-121.353177
1118,38.372789,-121.353177
1119,38.372789,-121.353177
1120,38.372789,-121.353177
1121,37.690687,-121.020992
1122,38.392872,-119.997147
1123,38.392872,-119.997147
1124,38.392872,-119.997147
1125,45.595715,-121.113301
1126,45.595715,-121.113301
1127,34.312566,-118.481081
1128,32.516195,-116.88318
1129,34.36678,-117.368853
1130,33.70789,-112.322616
1131,35.787738,-114.972025
1132,33.93805,-116.656978
1133,37.832718,-121.674024
1134,33.881582,-116.562513
1135,33.941472,-116.567364
1136,33.909628,-118.424646
1137,33.909628,-118.424646
1138,33.900243,-116.548339
1139,43.7069,-116.619
1140,33.905885,-116.581885
1141,37.710639,-121.491082
1142,35.061586,-118.361433
1143,39.322659,-121.31375
1144,33.133034,-115.500649
1145,33.877605,-116.464358
1146,37.657414,-122.055393
1147,34.714777,-118.284965
1148,34.69804,-118.139043
1149,34.130857,-117.425386
1150,34.079205,-117.51677
1151,34.127024,-117.425018
1152,36.504419,-119.540168
1153,36.504419,-119.540168
1154,37.419187,-122.015211
1155,35.05691,-118.386793
1156,37.825825,-122.296249
1157,39.699344,-122.175604
1158,33.905885,-116.581885
1159,33.905885,-116.581885
1160,34.079557,-117.23856
1161,34.085933,-117.233937
1162,34.086592,-117.227815
1163,34.094288,-117.274319
1164,32.728773,-114.654083
1165,35.651185,-114.689117
